YSAMP,MTS_N,GROUP,ORDER (OR ABOVE),FAMILY,GENUS,SPECIES,LIFE STAGE,TOTAL_N,VOUCHER,ISOTOPE,NOTES,
DPN.HTL.2023.013,AM.HTL.2023.695,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.HTL.2023.013,CO.HTL.2023.696,,Coleoptera,Elmidae,NA,,,1,0,1,,
DPN.HTL.2023.013,OD.HTL.2023.697,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.HTL.2023.013,OD.HTL.2023.698,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.UCL.2023.007,OD.UCL.2023.699,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
SHS.UCL.2023.007,EP.UCL.2023.700,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,1,,
SHS.UCL.2023.007,EP.UCL.2023.701,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,1,,
SHS.UCL.2023.007,EP.UCL.2023.702,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,1,,
DPN.UCL.2023.003,OD.UCL.2023.703,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,,
DPN.UCL.2023.003,OD.UCL.2023.704,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
DPN.UCL.2023.003,DI.UCL.2023.705,,Diptera,chironomidae,NA,,,2,0,2,,
DPN.UCL.2023.004,OD.UCL.2023.706,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,,
DPN.UCL.2023.004,OD.UCL.2023.707,,Odonata,Macromiidae,Didymops,,,1,0,1,,
SHS.UCL.2023.008,OD.UCL.2023.708,,Odonata,Aeshnidae,Boyeria,,,1,0,1,,
SHS.UCL.2023.008,EP.UCL.2023.709,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.008,EP.UCL.2023.710,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.UCL.2023.008,EP.UCL.2023.711,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.008,EP.UCL.2023.712,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.008,EP.UCL.2023.713,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenonema,,,5,0,0,,
SHS.UCL.2023.009,EP.UCL.2023.714,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,EP.UCL.2023.715,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,EP.UCL.2023.716,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,EP.UCL.2023.717,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,EP.UCL.2023.718,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.UCL.2023.009,EP.UCL.2023.719,,Ephemeroptera,Heptageniidae,Stenonema,,,5,0,5,,
SHS.UCL.2023.009,EP.UCL.2023.720,,Ephemeroptera,Heptageniidae,Steracron,,,1,0,1,,
SHS.LCL.2023.002,DI.LCL.2023.721,,Diptera,chironomidae,NA,,,2,0,2,,
DPN.LCL.2023.004,OD.LCL.2023.722,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.723,,Odonata,Aeshnidae,Boyeria,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.724,,Odonata,Lestidae,Lestes,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.725,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.726,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.727,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.728,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.729,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.004,OD.LCL.2023.730,,Odonata,coenagrionidae,Enallagma,,,5,0,5,,
DPN.LCL.2023.004,OD.LCL.2023.731,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.004,OD.LCL.2023.732,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.004,OD.LCL.2023.733,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.004,NULL.DEGRADED,,Ephemeroptera,Caenidae,Caenis,,,1,0,0,degraded,
DPN.LCL.2023.005,OD.LCL.2023.734,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.735,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.736,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.737,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.738,,Odonata,coenagrionidae,Enallagma,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.739,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.005,OD.LCL.2023.740,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.005,OD.LCL.2023.741,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.005,OD.LCL.2023.742,,Odonata,coenagrionidae,Enallagma,,,4,0,4,,
DPN.LCL.2023.005,OD.LCL.2023.743,,Odonata,coenagrionidae,Enallagma,,,4,0,3,,
DPN.LCL.2023.005,OD.LCL.2023.744,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,,
DPN.LCL.2023.005,OD.LCL.2023.745,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.LCL.2023.005,NULL.DEGRADED,,Ephemeroptera,Caenidae,Caenis,,,1,0,0,degraded,
DPN.ECL.2023.005,OD.ECL.2023.746,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.005,OD.ECL.2023.747,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.005,OD.ECL.2023.748,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.005,OD.ECL.2023.749,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.005,OD.ECL.2023.750,,Odonata,Libellulidae,Libellula,,,1,0,1,different species than above 2,
DPN.ECL.2023.005,HE.ECL.2023.751,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.752,,Hemiptera,Notonectidae,Notonecta,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.753,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.754,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.755,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.756,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.757,,Hemiptera,Notonectidae,Buenoa,,,1,0,1,,
DPN.ECL.2023.005,HE.ECL.2023.758,,Hemiptera,Notonectidae,Buenoa,,,9,0,1,,
DPN.ECL.2023.006,OD.ECL.2023.759,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.006,OD.ECL.2023.760,,Odonata,Libellulidae,Sympetrum,,,1,0,1,,
DPN.ECL.2023.006,OD.ECL.2023.761,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.006,OD.ECL.2023.762,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.007,TR.ECL.2023.763,,Trichoptera,Phryganeidae,Banksiola,,,1,0,1,,
DPN.ECL.2023.007,TR.ECL.2023.764,,Trichoptera,Phryganeidae,Banksiola,,,1,0,1,,
DPN.ECL.2023.007,TR.ECL.2023.765,,Trichoptera,Phryganeidae,Banksiola,,,2,1,1,,
DPN.ECL.2023.007,OD.ECL.2023.766,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.007,OD.ECL.2023.767,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.007,OD.ECL.2023.768,,Odonata,Corduliidae,Cordulia,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.769,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.770,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.771,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.772,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,TR.ECL.2023.773,,Trichoptera,Phryganeidae,Banksiola,,,1,0,1,,
DPN.ECL.2023.008,TR.ECL.2023.774,,Trichoptera,Phryganeidae,Banksiola,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.775,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.776,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.777,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.778,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.779,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.ECL.2023.008,OD.ECL.2023.780,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.ECL.2023.005,DI.ECL.2023.781,,Diptera,chironomidae,NA,,,1,0,1,,
SHS.ECL.2023.005,OD.ECL.2023.782,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
DPN.ECL.2023.005,DI.ECLC.2023.783,,Diptera,chironomidae,NA,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.784,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.785,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.786,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.787,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.788,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,EP.SEL.2023.789,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.004,NULL DEGRADED,,Ephemeroptera,Heptageniidae,Steracron,,,1,0,0,degraded,
SHS.SEL.2023.004,OD.SEL.2023.791,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.792,,Odonata,Macromiidae,Didymops,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.793,,Odonata,Macromiidae,Macromia,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.794,,Odonata,Macromiidae,Didymops,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.795,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.796,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.797,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.798,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.799,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.004,OD.SEL.2023.790,,Odonata,Gomphidae,Arigomphus,,,1,0,1,out of order,
SHS.SEL.2023.005,EP.SEL.2023.800,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,1,one degraded not run,
SHS.SEL.2023.005,EP.SEL.2023.801,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.005,EP.SEL.2023.802,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.005,EP.SEL.2023.803,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.005,EP.SEL.2023.804,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.005,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenacron,,,1,0,0,degraded and small not run,
DPN.SEL.2023.005,ME.SEL.2023.805,,Megaloptera ,Sialidae,Sialis,,,1,0,1,,
DPN.SEL.2023.005,TR.SEL.2023.807,,trichoptera,Polycentropodidae,Polycentropus,,larval,1,0,1,,
DPN.SEL.2023.006,OD.SEL.2023.808,,Odonata,Gomphidae,Hagenius,,,1,0,1,,
DPN.SEL.2023.006,OD.SEL.2023.809,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.006,OD.SEL.2023.810,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.SEL.2023.006,OD.SEL.2023.811,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.SEL.2023.007,OD.SEL.2023.812,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.SEL.2023.008,OD.SEL.2023.813,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
DPN.SEL.2023.008,OD.SEL.2023.814,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.SEL.2023.006,EP.SEL.2023.815,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.006,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,NA,,,4,0,0,too degraded,
SHS.SEL.2023.006,EP.SEL.2023.817,,Ephemeroptera,Heptageniidae,Stenacron,,,1,0,1,,
SHS.SEL.2023.006,EP.SEL.2023.818,,Ephemeroptera,Heptageniidae,Stenacron,,,1,0,1,,
SHS.SEL.2023.006,EP.SEL.2023.819,,Ephemeroptera,Heptageniidae,Stenacron,,,1,0,1,,
SHS.SEL.2023.006,EP.SEL.2023.820,,Ephemeroptera,Heptageniidae,Stenacron,,,2,0,2,,
SHS.SEL.2023.007,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenacron,,,2,0,0,degraded,
SHS.SEL.2023.007,AM.SEL.2023.821,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
SHS.SEL.2023.007,EP.SEL.2023.822,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.SEL.2023.007,EP.SEL.2023.823,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
DPN.REL.2023.004,GA.REL.2023.824,,Gastropoda ,Planorbidae,Planorbella trivolvis,,,1,0,1,,
DPN.REL.2023.004,OD.REL.2023.825,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.REL.2023.004,OD.REL.2023.826,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.004,OD.REL.2023.827,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.004,AM.REL.2023.828,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.REL.2023.004,AM.REL.2023.829,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.REL.2023.004,AM.REL.2023.830,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.REL.2023.004,EP.REL.2023.831,,Ephemeroptera,Heptageniidae,,,,2,0,2,mixed up and can't et genus,
DPN.REL.2023.004,TR.REL.2023.832,,trichoptera,Polycentropodidae,Polycentropus,,larval,1,0,1,,
DPN.REL.2023.005,OD.REL.2023.833,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.REL.2023.005,GA.REL.2023.834,,Gastropoda ,Planorbidae,Planorbella,Campanulata,,1,0,1,,
DPN.REL.2023.005,EP.REL.2023.835,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
DPN.REL.2023.005,OD.REL.2023.836,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.REL.2023.005,OD.REL.2023.837,,Odonata,Aeshnidae,Basiaeshna,,,1,0,1,,
DPN.REL.2023.005,OD.REL.2023.838,,Odonata,Aeshnidae,NA,,,1,,1,,
DPN.REL.2023.005,OD.REL.2023.839,,Odonata,Gomphidae,NA,,,1,,1,,
SHS.REL.2023.005,GA.REL.2023.840,,Gastropoda ,Planorbidae,Planorbella trivolvis,,,1,0,,1,
SHS.REL.2023.005,GA.REL.2023.841,,Gastropoda ,Lymnaeidae,,,,2,0,2,,
SHS.REL.2023.005,AM.REL.2023.842,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
SHS.REL.2023.005,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,0,degraded,
SHS.REL.2023.005,BI.REL.2023.843,,Bivalvia,Sphaeriidae,,,,1,0,1,,
SHS.REL.2023.005,BI.REL.2023.844,,Bivalvia,Sphaeriidae,,,,4,0,4,,
SHS.REL.2023.006,OD.REL.2023.845,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.REL.2023.006,GA.REL.2023.846,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
SHS.REL.2023.006,GA.REL.2023.847,,Gastropoda ,Lymnaeidae,,,,1,0,1,,
SHS.REL.2023.006,AM.REL.2023.848,,Amphipoda ,Talitridae,Hyella,,,2,0,2,,
SHS.REL.2023.006,EP.REL.2023.849,,Ephemeroptera,Heptageniidae,Stenonema,,,1,,1,,
SHS.REL.2023.006,EP.REL.2023.850,,Ephemeroptera,Heptageniidae,Stenonema,,,2,,2,degraded ish,
SHS.REL.2023.006,EP.REL.2023.851,,Ephemeroptera,Heptageniidae,Stenonema,,,1,,1,,
SHS.REL.2023.006,EP.REL.2023.852,,Ephemeroptera,Heptageniidae,Stenonema,,,1,,1,,
SHS.REL.2023.006,EP.REL.2023.853,,Ephemeroptera,Heptageniidae,Stenonema,,,1,,1,,
SHS.REL.2023.006,EP.REL.2023.854,,Ephemeroptera,Heptageniidae,Stenonema,,,4,,4,,
SHS.REL.2023.006,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenacron,,,2,0,0,yuck,
SHS.REL.2023.006,BI.REL.2023.855,,Bivalvia,Sphaeriidae,NA,,,3,0,3,,
DPN.REL.2023.007,OD.REL.2023.856,,Odonata,Libellulidae,Libellula,,,1,0,1,start new box,
DPN.REL.2023.007,OD.REL.2023.857,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.007,OD.REL.2023.858,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.007,OD.REL.2023.859,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.007,OD.REL.2023.860,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.007,OD.REL.2023.861,,Odonata,coenagrionidae,Enallagama,,,1,0,1,,
DPN.REL.2023.007,AM.REL.2023.862,,Amphipoda ,Talitridae,Hyella,,,3,0,3,,
DPN.REL.2023.008,OD.REL.2023.863,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.REL.2023.008,OD.REL.2023.864,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.REL.2023.008,OD.REL.2023.865,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.REL.2023.008,OD.REL.2023.866,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
SHS.REL.2023.007,OD.REL.2023.867,,Odonata,Aeshnidae,Aeshna,,,1,0,1,,
SHS.REL.2023.007,WORM.REL.2023.868,,Nematomorpha,unidentified,,,,1,0,1,large parasite in dragonfly,
SHS.REL.2023.007,OD.REL.2023.869,,Odonata,Aeshnidae,Basiaeshna,,,1,0,1,,
SHS.REL.2023.007,EP.REL.2023.870,,Ephemeroptera,Heptageniidae,Stenacron,,,7,0,5,2 degraded,
SHS.REL.2023.008,OD.REL.2023.871,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.REL.2023.008,OD.REL.2023.872,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.REL.2023.008,OD.REL.2023.873,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.REL.2023.008,AM.REL.2023.874,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.875,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.876,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.877,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.878,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.879,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.REL.2023.008,EP.REL.2023.880,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.REL.2023.008,EP.REL.2023.881,,Ephemeroptera,Heptageniidae,Stenonema,,,7,0,5,,
SHS.REL.2023.008,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenacron,,,1,0,0,,
SHS.REL.2023.008,BI.REL.2023.882,,Bivalvia,Sphaeriidae,NA,,,1,0,1,?,
