YSAMP,SAMP_N,GROUP,MONTH
DPN.SEL.2023.006,OD.SEL.2023.808,MACROINVERTEBRATES,
DPN.SEL.2023.006,OD.SEL.2023.809,MACROINVERTEBRATES,
DPN.SEL.2023.006,OD.SEL.2023.810,MACROINVERTEBRATES,
DPN.SEL.2023.006,OD.SEL.2023.811,MACROINVERTEBRATES,
DPN.SEL.2023.007,OD.SEL.2023.812,MACROINVERTEBRATES,
DPN.SEL.2023.008,OD.SEL.2023.813,MACROINVERTEBRATES,
DPN.SEL.2023.008,OD.SEL.2023.814,MACROINVERTEBRATES,
SHS.SEL.2023.006,EP.SEL.2023.815,MACROINVERTEBRATES,
SHS.SEL.2023.006,NULL,MACROINVERTEBRATES,
SHS.SEL.2023.006,EP.SEL.2023.817,MACROINVERTEBRATES,
SHS.SEL.2023.006,EP.SEL.2023.818,MACROINVERTEBRATES,
SHS.SEL.2023.006,EP.SEL.2023.819,MACROINVERTEBRATES,
SHS.SEL.2023.006,EP.SEL.2023.820,MACROINVERTEBRATES,
SHS.SEL.2023.007,null,MACROINVERTEBRATES,
SHS.SEL.2023.007,AM.SEL.2023.821,MACROINVERTEBRATES,
SHS.SEL.2023.007,EP.SEL.2023.822,MACROINVERTEBRATES,
SHS.SEL.2023.007,EP.SEL.2023.823,MACROINVERTEBRATES,
DPN.REL.2023.004,GA.REL.2023.824,MACROINVERTEBRATES,
DPN.REL.2023.004,OD.REL.2023.825,MACROINVERTEBRATES,
DPN.REL.2023.004,OD.REL.2023.826,MACROINVERTEBRATES,
DPN.REL.2023.004,OD.REL.2023.827,MACROINVERTEBRATES,
DPN.REL.2023.004,AM.REL.2023.828,MACROINVERTEBRATES,
DPN.REL.2023.004,AM.REL.2023.829,MACROINVERTEBRATES,
DPN.REL.2023.004,AM.REL.2023.830,MACROINVERTEBRATES,
DPN.REL.2023.004,EP.REL.2023.831,MACROINVERTEBRATES,
DPN.REL.2023.004,TR.REL.2023.832,MACROINVERTEBRATES,
DPN.REL.2023.005,OD.REL.2023.833,MACROINVERTEBRATES,
DPN.REL.2023.005,GA.REL.2023.834,MACROINVERTEBRATES,
DPN.REL.2023.005,EP.REL.2023.835,MACROINVERTEBRATES,
DPN.REL.2023.005,OD.REL.2023.836,MACROINVERTEBRATES,
DPN.REL.2023.005,OD.REL.2023.837,MACROINVERTEBRATES,
DPN.REL.2023.005,OD.REL.2023.838,MACROINVERTEBRATES,
DPN.REL.2023.005,OD.REL.2023.839,MACROINVERTEBRATES,
SHS.REL.2023.005,GA.REL.2023.840,MACROINVERTEBRATES,
SHS.REL.2023.005,GA.REL.2023.841,MACROINVERTEBRATES,
SHS.REL.2023.005,AM.REL.2023.842,MACROINVERTEBRATES,
SHS.REL.2023.005,NULL,MACROINVERTEBRATES,
SHS.REL.2023.005,BI.REL.2023.843,MACROINVERTEBRATES,
SHS.REL.2023.005,BI.REL.2023.844,MACROINVERTEBRATES,
SHS.REL.2023.006,OD.REL.2023.845,MACROINVERTEBRATES,
SHS.REL.2023.006,GA.REL.2023.846,MACROINVERTEBRATES,
SHS.REL.2023.006,GA.REL.2023.847,MACROINVERTEBRATES,
SHS.REL.2023.006,AM.REL.2023.848,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.849,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.850,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.851,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.852,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.853,MACROINVERTEBRATES,
SHS.REL.2023.006,EP.REL.2023.854,MACROINVERTEBRATES,
SHS.REL.2023.006,NULL Degraded,MACROINVERTEBRATES,
SHS.REL.2023.006,BI.REL.2023.855,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.856,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.857,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.858,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.859,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.860,MACROINVERTEBRATES,
DPN.REL.2023.007,OD.REL.2023.861,MACROINVERTEBRATES,
DPN.REL.2023.007,AM.REL.2023.862,MACROINVERTEBRATES,
DPN.REL.2023.008,OD.REL.2023.863,MACROINVERTEBRATES,
DPN.REL.2023.008,OD.REL.2023.864,MACROINVERTEBRATES,
DPN.REL.2023.008,OD.REL.2023.865,MACROINVERTEBRATES,
DPN.REL.2023.008,OD.REL.2023.866,MACROINVERTEBRATES,
SHS.REL.2023.007,OD.REL.2023.867,MACROINVERTEBRATES,
SHS.REL.2023.007,WORM.REL.2023.868,MACROINVERTEBRATES,
SHS.REL.2023.007,OD.REL.2023.869,MACROINVERTEBRATES,
SHS.REL.2023.007,EP.REL.2023.870,MACROINVERTEBRATES,
SHS.REL.2023.008,OD.REL.2023.871,MACROINVERTEBRATES,
SHS.REL.2023.008,OD.REL.2023.872,MACROINVERTEBRATES,
SHS.REL.2023.008,OD.REL.2023.873,MACROINVERTEBRATES,
SHS.REL.2023.008,AM.REL.2023.874,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.875,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.876,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.877,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.878,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.879,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.880,MACROINVERTEBRATES,
SHS.REL.2023.008,EP.REL.2023.881,MACROINVERTEBRATES,
SHS.REL.2023.008,NULL DEGRADED,MACROINVERTEBRATES,
SHS.REL.2023.008,BI.REL.2023.882,MACROINVERTEBRATES,
ETL.08.2023,ANBH.ETL.SPRING.892,LEAVES,8
ETL.08.2023,BGME.ETL.SPRING.893,LEAVES,8
ETL.08.2023,RDME.ETL.SPRING.894,LEAVES,8
LML.08.2023,BGME.LML.SPRING.895,LEAVES,8
LML.08.2023,RDME.LML.SPRING.896,LEAVES,8
LML.08.2023,ANBH.LML.SPRING.897,LEAVES,8
LML.08.2023,HH.LML.SPRING.898,LEAVES,8
COM.08.2023,?,LEAVES,8
COM.08.2023,?,LEAVES,8
COM .08.2023,?,LEAVES,8
COM.06.2023,BT.COM.SPRING.915,LEAVES,6
GNL.06.2023,RDME.GNL.SPRING.900,LEAVES,6
GNL.06.2023,ANBH.GNL.SPRING.899,LEAVES,6
GNL.06.2023,BGME.GNL.SPRING.901,LEAVES,6
REL.06.2023,ANBH.REL.SPRING.902,LEAVES,6
REL.06.2023,YWBH.REL.SPRING.903,LEAVES,6
REL.06.2023,SRMP.REL.SPRING.904,LEAVES,6
UCL.06.2023,BMPR.REL.SPRING.905,LEAVES,6
UCL.06.2023,GYAR.UCL.SPRING.906,LEAVES,6
UCL.06.2023,SRBH.UCL.SPRING.907,LEAVES,6
HTL.06.2023,RDME.HTL.SPRING.908,LEAVES,6
HTL.06.2023,DYSY.HTL.SPRING.909,LEAVES,6
HTL.06.2023,GYAR.HTL.SPRING.908,LEAVES,6
SEL.06.2023,RDME.SEL.SPRING.909,LEAVES,6
SEL.06.2023,ANBH.SEL.SPRING.910,LEAVES,6
SEL.06.2023,HM.SEL.SPRING.911,LEAVES,6
ECL.06.2023,ANBH.ECL.SPRING.912,LEAVES,6
ECL.06.2023,WDSA.ECL.SPRING.913,LEAVES,6
ECL.06.2023,BGME.ECL.SPRING.914,LEAVES,6
LCL.06.2023,RDME.LCL.SPRING.891,LEAVES,6
LCL.06.2023,BKCY.LCL.SPRING.890,LEAVES,6
LCL.06.2023,BGME.LCL.SPRING.889,LEAVES,6
DTL.06.2023,RDME.DTL.SPRING.888,LEAVES,6
DTL.06.2023,SDME.DTL.SPRING.887,LEAVES,6
DTL.06.2023,BGME.MSL.SPRING.886,LEAVES,6
MSL.06.2023,SDME.MSL.SPRING.885,LEAVES,6
MSL.06.2023,AMB.MSL.SPRING.884,LEAVES,6
MSL.06.2023,BGME.MSL.SPRING.883,LEAVES,6
HTL.09.2023,RDME.HTL.FALL.916,LEAVES,9
HTL.09.2023,ANHN.HTL.FALL.917,LEAVES,9
HTL.09.2023,PRBH.HTL.FALL.918,LEAVES,9
HTL.09.2023,STBH.HTL.FALL.919,LEAVES,9
HTL.09.2023,RDME.HTL.FALL.920,LEAVES,9
HTL.09.2023,RDME.HTL.FALL.921,LEAVES,9
SEL.09.2023,NMAH.SEL.FALL.922,LEAVES,9
SEL.09.2023,WEMT.SEL.FALL.923,LEAVES,9
SEL.09.2023,ANBH.SEL.FALL.924,LEAVES,9
SEL.09.2023,RDME.SEL.FALL.925,LEAVES,9
REL.09.2023,ANBH.REL.FALL.926,LEAVES,9
REL.09.2023,ANBH.REL.FALL.927,LEAVES,9
REL.09.2023,RDME.REL.FALL.928,LEAVES,9
REL.09.2023,RDME.REL.FALL.929,LEAVES,9
DTL.09.2023,RDME.DTL.FALL.930,LEAVES,9
DTL.09.2023,RDME.DTL.FALL.931,LEAVES,9
DTL.09.2023,STBH.DTL.FALL.932,LEAVES,9
DTL.09.2023,STBH.DTL.FALL.933,LEAVES,9
UCL.09.2023,CY.UCL.FALL.934,LEAVES,9
UCL.09.2023,YWBH.UCL.FALL.935,LEAVES,9
UCL.09.2023,PRBH.UCL.FALL.936,LEAVES,9
UCL.09.2023,GYAR.UCL.FALL.937,LEAVES,9
UCL.09.2023,SDME.UCL.FALL.938,LEAVES,9
UCL.09.2023,MNME.UCL.FALL.939,LEAVES,9
UCL.09.2023,YWBH.UCL.FALL.940,LEAVES,9
ECL.09.2023,YWBH.ECL.FALL.941,LEAVES,9
ECL.09.2023,YWBH.ECL.FALL.942,LEAVES,9
ECL.09.2023,RDME.ECL.FALL.943,LEAVES,9
ECL.09.2023,RDME.ECL.FALL.944,LEAVES,9
MSL.09.2023,ANHM.MSL.FALL.945,LEAVES,9
MSL.09.2023,RDME.MSL.FALL.946,LEAVES,9
MSL.09.2023,SRME.MSL.FALL.947,LEAVES,9
MSL.09.2023,DYSY.MSL.FALL.948,LEAVES,9
MSL.09.2023,CY.MSL.FALL.949,LEAVES,9
LCL.09.2023,RDME.LCL.FALL.950,LEAVES,9
LCL.09.2023,SPLL.LCL.FALL.951,LEAVES,9
LCL.09.2023,UD.LCL.FALL.952,LEAVES,9
DTL.06.2023,BA.DTL.06.NS002.001,BENTHIC ALGAE,06
DTL.06.2023,BA.DTL.06.NS003.001,BENTHIC ALGAE,06
DTL.06.2023,BA.DTL.06.NS003.002,BENTHIC ALGAE,06
DTL.06.2023,BA.DTL.06.NS004.001,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.NS003.001,BENTHIC ALGAE,06
MSL.08.2023,BA.MSL.08..001,BENTHIC ALGAE,08
MSL.08.2023,BA.MSL.08..001,BENTHIC ALGAE,08
MSL.08.2023,BA.MSL.08..001,BENTHIC ALGAE,08
COM.08.2023,BA.COM.08..001,BENTHIC ALGAE,08
COM.08.2023,BA.COM.08..001,BENTHIC ALGAE,08
COM.08.2023,BA.COM.08..001,BENTHIC ALGAE,08
COM.08.2023,BA.COM.08..001,BENTHIC ALGAE,08
GNL.08.2023,BA.GNL.08.NS001.001,BENTHIC ALGAE,08
GNL.08.2023,BA.GNL.08.NS001.002,BENTHIC ALGAE,08
GNL.08.2023,BA.GNL.08.NSDOCK.001,BENTHIC ALGAE,08
GNL.08.2023,BA.GNL.08.NSDOCK.002,BENTHIC ALGAE,08
LML.08.2023,BA.LML.08.NS001.001,BENTHIC ALGAE,08
LML.08.2023,BA.LML.08.OUTLET.001,BENTHIC ALGAE,08
LML.08.2023,BA.LML.08.OUTLET.002,BENTHIC ALGAE,08
LML.08.2023,BA.LML.08.NS001.002,BENTHIC ALGAE,08
ETL.08.2023,BA.ETL.08.NS001.001,BENTHIC ALGAE,08
ETL.08.2023,BA.ETL.08.NS001.002,BENTHIC ALGAE,08
ETL.08.2023,BA.ETL.08.OUTLET.001,BENTHIC ALGAE,08
ETL.08.2023,BA.ETL.08.OUTLET.002,BENTHIC ALGAE,08
HTL.09.2023,BA.HTL.09.1A.001,BENTHIC ALGAE,09
HTL.09.2023,BA.HTL.09.1A.002,BENTHIC ALGAE,09
HTL.09.2023,BA.HTL.09.OUTLET.001,BENTHIC ALGAE,09
HTL.09.2023,BA.HTL.09.OUTLET.002,BENTHIC ALGAE,09
HTL.06.2023,BA.HTL.06.OUTLET.001,BENTHIC ALGAE,06
HTL.06.2023,BA.HTL.06.OUTLET.002,BENTHIC ALGAE,06
HTL.06.2023,BA.HTL.06..001,BENTHIC ALGAE,06
HTL.06.2023,BA.HTL.06..002,BENTHIC ALGAE,06
SEL.06.2023,BA.SEL.06.5A.001,BENTHIC ALGAE,06
SEL.06.2023,BA.SEL.06.5A.002,BENTHIC ALGAE,06
REL.06.2023,BA.REL.06.5A.001,BENTHIC ALGAE,06
REL.06.2023,BA.REL.06.5A.002,BENTHIC ALGAE,06
ECL.06.2023,BA.ECL.06.2A.001,BENTHIC ALGAE,06
HTL.06.2023,BA.HTL.06.1A.001,BENTHIC ALGAE,06
HTL.06.2023,BA.HTL.06.1A.002,BENTHIC ALGAE,06
SEL.06.2023,BA.SEL.06.2A.001,BENTHIC ALGAE,06
SEL.06.2023,BA.SEL.06.2A.002,BENTHIC ALGAE,06
REL.06.2023,BA.REL.06.1A.001,BENTHIC ALGAE,06
REL.06.2023,BA.REL.06.1A.002,BENTHIC ALGAE,06
LCL.09.2023,BA.LCL.09.1A.002,BENTHIC ALGAE,09
MSL.06.2023,BA.MSL.06.S1.001,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.S1.002,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.S4.001,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.S4.002,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.S2.001,BENTHIC ALGAE,06
MSL.06.2023,BA.MSL.06.S2.002,BENTHIC ALGAE,06
REL.09.2023,BA.REL.09.5A.001,BENTHIC ALGAE,09
REL.09.2023,BA.REL.09.5A.002,BENTHIC ALGAE,09
DTL.09.2023,BA.DTL.09.1A.001,BENTHIC ALGAE,09
SEL.10.2023,BA.SEL.10.S9.001,BENTHIC ALGAE,10
SEL.10.2023,BA.SEL.10.S9.002,BENTHIC ALGAE,10
UCL.09.2023,BA.UCL.09.2A.001,BENTHIC ALGAE,09
UCL.09.2023,BA.UCL.09.2A.002,BENTHIC ALGAE,09
LCL.06.2023,BA.LCL.06.1A.001,BENTHIC ALGAE,06
DTL.09.2023,BA.DTL.09.4A.001,BENTHIC ALGAE,09
UCL.09.2023,BA.UCL.09.OUTLET.001,BENTHIC ALGAE,09
UCL.09.2023,BA.UCL.09.OUTLET.002,BENTHIC ALGAE,09
MSL.09.2023,BA.MSL.09.2A.001,BENTHIC ALGAE,09
MSL.09.2023,BA.MSL.09.2A.002,BENTHIC ALGAE,09
UCL.06.2023,BA.UCL.06.1A.001,BENTHIC ALGAE,06
SEL.10.2023,BA.SEL.10.OUTLET.001,BENTHIC ALGAE,10
MSL.09.2023,BA.MSL.09.OUTLET.001,BENTHIC ALGAE,09
MSL.09.2023,BA.MSL.09.OUTLET.002,BENTHIC ALGAE,09
REL.09.2023,BA.REL.09.2A.001,BENTHIC ALGAE,09
REL.09.2023,BA.REL.09.2A.002,BENTHIC ALGAE,09
UCL.06.2023,BA.UCL.06.OUTLET.001,BENTHIC ALGAE,06
UCL.06.2023,BA.UCL.06.OUTLET.002,BENTHIC ALGAE,06
UCL.06.2023,BA.UCL.06.4A.001,BENTHIC ALGAE,06
UCL.06.2023,BA.UCL.06.4A.002,BENTHIC ALGAE,06
MSL.05.2023,MSL.ZOOP.1030,ZOOPLANKTON,5
MSL.05.2023,MSL.ZOOP.1031,ZOOPLANKTON,5
MSL.05.2023,MSL.ZOOP.1032,ZOOPLANKTON,5
DTL.05.2023,DTL.ZOOP.1033,ZOOPLANKTON,5
DTL.05.2023,DTL.ZOOP.1034,ZOOPLANKTON,5
MSL.05.2023,MSL.ZOOP.1035,ZOOPLANKTON,5
UCL.05.2023,UCL.ZOOP.1036,ZOOPLANKTON,5
UCL.05.2023,UCL.ZOOP.1037,ZOOPLANKTON,5
UCL.05.2023,UCL.ZOOP.1038,ZOOPLANKTON,5
COM.08.2023,COM.ZOOP.1039,ZOOPLANKTON,8
COM.08.2023,COM.ZOOP.1040,ZOOPLANKTON,8
COM.08.2023,COM.ZOOP.1041,ZOOPLANKTON,8
COM.08.2023,COM.ZOOP.1042,ZOOPLANKTON,8
COM.08.2023,COM.ZOOP.1043,ZOOPLANKTON,8
ETL.08.2023,ETL.ZOOP.1044,ZOOPLANKTON,8
ETL.08.2023,ETL.ZOOP.1045,ZOOPLANKTON,8
ETL.08.2023,ETL.ZOOP.1046,ZOOPLANKTON,8
GNL.08.2023,GNL.ZOOP.1047,ZOOPLANKTON,8
GNL.08.2023,GNL.ZOOP.1048,ZOOPLANKTON,8
GNL.08.2023,GNL.ZOOP.1049,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1050,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1051,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1052,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1053,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1054,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1055,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1056,ZOOPLANKTON,8
LML.08.2023,LML.ZOOP.1057,ZOOPLANKTON,8
ECL.06.2023,ECL.ZOOP.1058,ZOOPLANKTON,6
REL.06.2023,REL.ZOOP.1059,ZOOPLANKTON,6
REL.09.2023,REL.ZOOP.1060,ZOOPLANKTON,9
LCL.09.2023,LCL.ZOOP.1061,ZOOPLANKTON,9
SEL.010.2023,SEL.ZOOP.1062,ZOOPLANKTON,10
HTL.09.2023,HTL.ZOOP.1063,ZOOPLANKTON,9
SEL.06.2023,SEL.ZOOP.1064,ZOOPLANKTON,6
SEL.06.2023,SEL.ZOOP.1065,ZOOPLANKTON,6
UCL.09.2023,UCL.ZOOP.1066,ZOOPLANKTON,9
ECL.09.2023,ECL.ZOOP.1067,ZOOPLANKTON,9
UCL.09.2023,UCL.ZOOP.1068,ZOOPLANKTON,9
ECL.09.2023,ECL.ZOOP.1069,ZOOPLANKTON,9
DTL.09.2023,DTL.ZOOP.1070,ZOOPLANKTON,9
LCL.06.2023,LCL.ZOOP.1071,ZOOPLANKTON,6
ECL.06.2023,ECL.ZOOP.1072,ZOOPLANKTON,6
DTL.09.2023,DTL.ZOOP.1073,ZOOPLANKTON,9
REL.09.2023,REL.ZOOP.1074,ZOOPLANKTON,9
MSL.09.2023,MSL.ZOOP.1075,ZOOPLANKTON,9
REL.06.2023,REL.ZOOP.1076,ZOOPLANKTON,6
HTL.09.2023,HTL.ZOOP.1077,ZOOPLANKTON,9
LCL.06.2023,LCL.ZOOP.1078,ZOOPLANKTON,6
MSL.09.2023,MSL.ZOOP.1079,ZOOPLANKTON,9
REL.09.2023,REL.ZOOP.1080,ZOOPLANKTON,9
LCL.09.2023,LCL.ZOOP.1081,ZOOPLANKTON,9
HTL.06.2023,HTL.ZOOP.1082,ZOOPLANKTON,6
HTL.06.2023,HTL.ZOOP.1083,ZOOPLANKTON,6
ETL.08.2023,BND.ETL.981,FISH,8
MSL.06.2023,NPD.MSL.982,FISH,6
GNL.08.2023,PS.GNL.983,FISH,8
GNL.08.2023,PS.GNL.984,FISH,8
GNL.08.2023,PS.GNL.985,FISH,8
GNL.08.2023,PS.GNL.986,FISH,8
GNL.08.2023,PS.GNL.987,FISH,8
SHOOT.0.2023,BB.SHOOT.988,FISH,
SHOOT.0.2023,BK.SHOOT.989,FISH,
SHOOT.0.2023,BK.SHOOT.990,FISH,
SHOOT.0.2023,BK.SHOOT.991,FISH,
UCL.06.2023,GS.UCL.992,FISH,6
UCL.06.2023,FHM.UCL.993,FISH,6
UCL.06.2023,FHM.UCL.994,FISH,6
UCL.06.2023,FHM.UCL.995,FISH,6
UCL.06.2023,FHM.UCL.996,FISH,6
UCL.06.2023,FHM.UCL.997,FISH,6
UCL.06.2023,BND.UCL.998,FISH,6
UCL.06.2023,BND.UCL.999,FISH,6
UCL.06.2023,BND.UCL.1000,FISH,6
UCL.06.2023,BND.UCL.1001,FISH,6
UCL.06.2023,BND.UCL.1002,FISH,6
DTL.06.2023,YP.DTL.1003,FISH,6
DTL.06.2023,YP.DTL.1004,FISH,6
DTL.06.2023,YP.DTL.1005,FISH,6
DTL.06.2023,YP.DTL.1006,FISH,6
DTL.06.2023,YP.DTL.1007,FISH,6
DTL.06.2023,BK.DTL.1008,FISH,6
HTL.09.2023,CC.HTL.1009,FISH,9
HTL.09.2023,CC.HTL.1010,FISH,9
HTL.09.2023,CC.HTL.1011,FISH,9
HTL.09.2023,NRD.HTL.1012,FISH,9
HTL.09.2023,NRD.HTL.1013,FISH,9
HTL.09.2023,NRD.HTL.1014,FISH,9
HTL.09.2023,NRD.HTL.1015,FISH,9
UCL.09.2023,PS.UCL.1016,FISH,9
UCL.09.2023,PS.UCL.1017,FISH,9
UCL.09.2023,PS.UCL.1018,FISH,9
UCL.09.2023,PS.UCL.1019,FISH,9
UCL.09.2023,PS.UCL.1020,FISH,9
UCL.09.2023,BND.UCL.1021,FISH,9
UCL.09.2023,CC.UCL.1022,FISH,9
UCL.09.2023,CC.UCL.1023,FISH,9
UCL.09.2023,CC.UCL.1024,FISH,9
DTL.06.2023,PS.DTL.1025,FISH,6
DTL.06.2023,PS.DTL.1026,FISH,6
DTL.06.2023,PS.DTL.1027,FISH,6
DTL.06.2023,PS.DTL.1028,FISH,6
DTL.06.2023,PS.DTL.1029,FISH,6
SEL.09.2023,PS.SEL.953,FISH,9
SEL.09.2023,PS.SEL.954,FISH,9
SEL.09.2023,PS.SEL.955,FISH,9
SEL.09.2023,PS.SEL.956,FISH,9
SEL.09.2023,PS.SEL.957,FISH,9
HTL.06.2023,GS.HTL.958,FISH,6
HTL.06.2023,GS.HTL.959,FISH,6
HTL.06.2023,GS.HTL.960,FISH,6
HTL.06.2023,GS.HTL.961,FISH,6
HTL.06.2023,GS.HTL.962,FISH,6
HTL.06.2023,GS.HTL.963,FISH,6
HTL.06.2023,GS.HTL.964,FISH,6
HTL.06.2023,NRD.HTL.965,FISH,6
HTL.06.2023,NRD.HTL.966,FISH,6
HTL.06.2023,NRD.HTL.967,FISH,6
HTL.06.2023,NRD.HTL.968,FISH,6
HTL.06.2023,NRD.HTL.969,FISH,6
HTL.06.2023,NRD.HTL.970,FISH,6
COM.08.2023,NRD.COM.971,FISH,8
COM.08.2023,NRD.COM.972,FISH,8
COM.08.2023,NRD.COM.973,FISH,8
COM.08.2023,NRD.COM.974,FISH,8
COM.08.2023,NRD.COM.975,FISH,8
COM.08.2023,CC.COM.976,FISH,8
COM.08.2023,CC.COM.977,FISH,8
COM.08.2023,CC.COM.978,FISH,8
COM.08.2023,CC.COM.979,FISH,8
COM.08.2023,CC.COM.980,FISH,8
