Year,ID,Species,CPUE
1998,001_PS,PS,0.006426784
1998,002_PS,PS,0.000499002
1998,004_PS,PS,0.002076843
1998,005_PS,PS,0.008352538
1998,006_PS,PS,0.00284657
1998,007_PS,PS,0.004851752
1998,008_PS,PS,0.000732332
1998,009_PS,PS,0.013057411
1998,011_PS,PS,0.004697775
1998,014_PS,PS,0.003709592
1998,019_PS,PS,0.006355909
1998,021_PS,PS,0.004038296
1998,022_PS,PS,0.00536188
1998,026_PS,PS,0.004397466
1998,030_PS,PS,0.002502927
1998,031_PS,PS,0.001288238
1999,005_PS,PS,0.012987013
1999,008_PS,PS,0.00166713
1999,011_PS,PS,0.001658833
1999,015_PS,PS,0.000288351
1999,021_PS,PS,0.001043841
1999,022_PS,PS,0.006932409
2000,001_PS,PS,0.003613621
2000,003_PS,PS,0.001111132
2000,005_PS,PS,0.028796551
2000,006_PS,PS,0.008590614
2000,007_PS,PS,0.000636229
2000,008_PS,PS,0.001404752
2000,009_PS,PS,0.002599534
2000,010_PS,PS,0.009172391
2000,011_PS,PS,0.001802679
2000,012_PS,PS,0.002398082
2000,013_PS,PS,0.006025592
2000,014_PS,PS,0.01158141
2000,015_PS,PS,0.004147333
2000,016_PS,PS,0.004020075
2000,017_PS,PS,0.006859138
2000,019_PS,PS,0.012211913
2000,020_PS,PS,0.01068395
2000,021_PS,PS,0.006711527
2000,022_PS,PS,0.002887889
2000,023_PS,PS,0.003066031
2000,024_PS,PS,0.005717043
2000,025_PS,PS,0.007202827
2000,026_PS,PS,0.005061552
2000,027_PS,PS,0.007393915
2000,028_PS,PS,0.007275132
2000,029_PS,PS,0.000793651
2000,031_PS,PS,0.000668559
2001,001_PS,PS,0.02073368
2001,002_PS,PS,0.001642036
2001,003_PS,PS,0.001808219
2001,004_PS,PS,0.005130481
2001,005_PS,PS,0.048676901
2001,006_PS,PS,0.020613435
2001,007_PS,PS,0.005118136
2001,008_PS,PS,0.003418206
2001,009_PS,PS,0.002701496
2001,010_PS,PS,0.014883961
2001,011_PS,PS,0.005689719
2001,012_PS,PS,0.009491111
2001,013_PS,PS,0.009812503
2001,014_PS,PS,0.014368639
2001,015_PS,PS,0.012259111
2001,016_PS,PS,0.008205176
2001,017_PS,PS,0.010342112
2001,018_PS,PS,0.027958216
2001,019_PS,PS,0.012335876
2001,020_PS,PS,0.013005913
2001,022_PS,PS,0
2001,023_PS,PS,0.000603136
2001,024_PS,PS,0.006929328
2001,025_PS,PS,0.009675436
2001,026_PS,PS,0.010349528
2001,027_PS,PS,0.008734601
2001,028_PS,PS,0.007190882
2001,029_PS,PS,0.002666667
2001,030_PS,PS,0
2001,031_PS,PS,0.001675681
2002,001_PS,PS,0.043002002
2002,003_PS,PS,0
2002,004_PS,PS,0
2002,005_PS,PS,0.036599764
2002,006_PS,PS,0.006872659
2002,007_PS,PS,0
2002,008_PS,PS,0.001628664
2002,009_PS,PS,0.000856164
2002,010_PS,PS,0.016075845
2002,011_PS,PS,0.003393665
2002,013_PS,PS,0.000919118
2002,014_PS,PS,0.008935155
2002,015_PS,PS,0.004115226
2002,017_PS,PS,0.005882353
2002,026_PS,PS,0.007961783
2002,030_PS,PS,0.004356679
2003,001_PS,PS,0.047803618
2003,002_PS,PS,0.001410437
2003,003_PS,PS,0
2003,004_PS,PS,0.007633588
2003,005_PS,PS,0.062745098
2003,006_PS,PS,0.010344828
2003,007_PS,PS,0.002043597
2003,008_PS,PS,0.00233827
2003,009_PS,PS,0.005617978
2003,010_PS,PS,0.042996743
2003,011_PS,PS,0.011284722
2003,012_PS,PS,0.026086957
2003,013_PS,PS,0.061904762
2003,014_PS,PS,0.053144376
2003,015_PS,PS,0.026845638
2003,016_PS,PS,0.008536585
2003,017_PS,PS,0.033333333
2003,018_PS,PS,0.022857143
2003,019_PS,PS,0.020446097
2003,020_PS,PS,0.033368092
2003,021_PS,PS,0.013953488
2003,022_PS,PS,0.00297619
2003,023_PS,PS,0
2003,024_PS,PS,0.016
2003,025_PS,PS,0.025887574
2003,026_PS,PS,0.007672634
2003,027_PS,PS,0.032460733
2003,028_PS,PS,0.010526316
2003,029_PS,PS,0
2003,030_PS,PS,0.004166667
2003,031_PS,PS,0.009654472
2003,032_PS,PS,0.019920319
2004,001_PS,PS,0.045774648
2004,002_PS,PS,0
2004,003_PS,PS,0
2004,004_PS,PS,0
2004,005_PS,PS,0.049847406
2004,006_PS,PS,0.008591065
2004,007_PS,PS,0
2004,008_PS,PS,0.001234568
2004,009_PS,PS,0.003007519
2004,010_PS,PS,0.011302211
2004,011_PS,PS,0.007462687
2004,012_PS,PS,0.007797271
2004,013_PS,PS,0.00872093
2004,014_PS,PS,0.010471204
2004,015_PS,PS,0.008438819
2004,016_PS,PS,0.01875
2004,017_PS,PS,0
2004,018_PS,PS,0.00591716
2004,019_PS,PS,0.042207792
2004,020_PS,PS,0.013278856
2004,021_PS,PS,0.046025105
2004,022_PS,PS,0
2004,023_PS,PS,0.001193317
2004,024_PS,PS,0
2004,025_PS,PS,0.003030303
2004,026_PS,PS,0.007159905
2004,027_PS,PS,0.020847811
2004,028_PS,PS,0.009779951
2004,029_PS,PS,0.006302521
2004,030_PS,PS,0.015673981
2004,031_PS,PS,0.003565062
2004,032_PS,PS,0
2005,001_PS,PS,0.045454545
2005,002_PS,PS,0.002207506
2005,003_PS,PS,0
2005,004_PS,PS,0
2005,005_PS,PS,0.057553957
2005,006_PS,PS,0.008460237
2005,007_PS,PS,0
2005,008_PS,PS,0
2005,009_PS,PS,0.005675369
2005,010_PS,PS,0.007692308
2005,011_PS,PS,0
2005,012_PS,PS,0.00308642
2005,013_PS,PS,0.015060241
2005,014_PS,PS,0.017628205
2005,015_PS,PS,0.011177442
2005,016_PS,PS,0.018058691
2005,017_PS,PS,0
2005,018_PS,PS,0
2005,019_PS,PS,0.022304833
2005,020_PS,PS,0.023391813
2005,021_PS,PS,0.008403361
2005,022_PS,PS,0
2005,023_PS,PS,0.003464203
2005,024_PS,PS,0.01010101
2005,025_PS,PS,0.025862069
2005,026_PS,PS,0.007604563
2005,027_PS,PS,0.002518892
2005,028_PS,PS,0
2005,030_PS,PS,0
2005,031_PS,PS,0.004901961
2005,032_PS,PS,0
2006,001_PS,PS,0.161290323
2006,002_PS,PS,0
2006,004_PS,PS,0.002164502
2006,005_PS,PS,0.169209431
2006,006_PS,PS,0.037974684
2006,007_PS,PS,0
2006,008_PS,PS,0.00295858
2006,009_PS,PS,0.004601227
2006,010_PS,PS,0.032319392
2006,011_PS,PS,0.004319654
2006,012_PS,PS,0.00625
2006,013_PS,PS,0.010050251
2006,014_PS,PS,0.006557377
2006,015_PS,PS,0.010309278
2006,016_PS,PS,0.013937282
2006,017_PS,PS,0
2006,018_PS,PS,0.035460993
2006,019_PS,PS,0.055944056
2006,020_PS,PS,0.04130809
2006,021_PS,PS,0.008695652
2006,023_PS,PS,0.001515152
2006,024_PS,PS,0.021538462
2006,025_PS,PS,0.084226646
2006,026_PS,PS,0.043650794
2006,027_PS,PS,0.083798883
2006,028_PS,PS,0.015015015
2006,029_PS,PS,0.004651163
2006,030_PS,PS,0.013029316
2006,031_PS,PS,0.00537996
2006,032_PS,PS,0.014492754
2007,001_PS,PS,0.02173913
2007,002_PS,PS,0
2007,003_PS,PS,0.002857143
2007,004_PS,PS,0
2007,005_PS,PS,0.038946163
2007,006_PS,PS,0.036211699
2007,007_PS,PS,0.002469136
2007,008_PS,PS,0
2007,010_PS,PS,0.032846715
2007,011_PS,PS,0.027139875
2007,012_PS,PS,0.007712082
2007,013_PS,PS,0.016
2007,014_PS,PS,0.022033898
2007,015_PS,PS,0.017241379
2007,016_PS,PS,0.015037594
2007,017_PS,PS,0.002375297
2007,018_PS,PS,0.009345794
2007,019_PS,PS,0.033950617
2007,020_PS,PS,0.021186441
2007,021_PS,PS,0.008097166
2007,022_PS,PS,0
2007,023_PS,PS,0.002265006
2007,024_PS,PS,0.003521127
2007,025_PS,PS,0.038387716
2007,026_PS,PS,0.029090909
2007,027_PS,PS,0.045977011
2007,028_PS,PS,0.006410256
2007,029_PS,PS,0.014150943
2007,030_PS,PS,0.032432432
2007,031_PS,PS,0.001988072
2007,032_PS,PS,0.02739726
2008,001_PS,PS,0.04516129
2008,002_PS,PS,0.008982036
2008,004_PS,PS,0.018766756
2008,005_PS,PS,0.127925117
2008,006_PS,PS,0.057926829
2008,007_PS,PS,0.002439024
2008,008_PS,PS,0.00591716
2008,009_PS,PS,0.002083333
2008,010_PS,PS,0.054794521
2008,011_PS,PS,0.00729927
2008,012_PS,PS,0.012244898
2008,013_PS,PS,0.011560694
2008,014_PS,PS,0.039915966
2008,015_PS,PS,0.091428571
2008,016_PS,PS,0.020527859
2008,017_PS,PS,0.006944444
2008,018_PS,PS,0.022222222
2008,019_PS,PS,0.072507553
2008,020_PS,PS,0.022687609
2008,021_PS,PS,0.004149378
2008,022_PS,PS,0
2008,023_PS,PS,0.00591716
2008,024_PS,PS,0.016666667
2008,025_PS,PS,0.036407767
2008,026_PS,PS,0.053191489
2008,027_PS,PS,0.118343195
2008,028_PS,PS,0.038961039
2008,029_PS,PS,0.022727273
2008,030_PS,PS,0.03187251
2008,031_PS,PS,0.01010101
2008,032_PS,PS,0.005208333
2009,001_PS,PS,0.037288136
2009,002_PS,PS,0.00729927
2009,003_PS,PS,0.004950495
2009,004_PS,PS,0.005376344
2009,005_PS,PS,0.078763709
2009,006_PS,PS,0.020958084
2009,007_PS,PS,0.001298701
2009,008_PS,PS,0
2009,009_PS,PS,0.005012531
2009,010_PS,PS,0.024707412
2009,011_PS,PS,0.041666667
2009,012_PS,PS,0.01061008
2009,013_PS,PS,0.008547009
2009,014_PS,PS,0.033766234
2009,015_PS,PS,0.020134228
2009,016_PS,PS,0.012987013
2009,017_PS,PS,0.008333333
2009,018_PS,PS,0
2009,019_PS,PS,0.002096436
2009,020_PS,PS,0.043933054
2009,021_PS,PS,0.009157509
2009,022_PS,PS,0
2009,023_PS,PS,0.010989011
2009,024_PS,PS,0.041055718
2009,025_PS,PS,0.088
2009,026_PS,PS,0.044354839
2009,027_PS,PS,0.041832669
2009,028_PS,PS,0.021782178
2009,029_PS,PS,0.005181347
2009,030_PS,PS,0.028368794
2009,031_PS,PS,0.002515723
2009,032_PS,PS,0.035242291
2010,001_PS,PS,0.078616352
2010,002_PS,PS,0
2010,003_PS,PS,0.002169197
2010,004_PS,PS,0
2010,005_PS,PS,0.043357934
2010,006_PS,PS,0.023880597
2010,007_PS,PS,0.004535147
2010,008_PS,PS,0.003773585
2010,009_PS,PS,0.022887324
2010,010_PS,PS,0.012578616
2010,011_PS,PS,0.03
2010,012_PS,PS,0.005899705
2010,013_PS,PS,0.008230453
2010,014_PS,PS,0.023076923
2010,015_PS,PS,0.016556291
2010,016_PS,PS,0.007117438
2010,017_PS,PS,0.005089059
2010,018_PS,PS,0.017699115
2010,019_PS,PS,0.010309278
2010,020_PS,PS,0.017467249
2010,021_PS,PS,0.002083333
2010,022_PS,PS,0
2010,023_PS,PS,0.001612903
2010,024_PS,PS,0.022727273
2010,025_PS,PS,0.014675052
2010,026_PS,PS,0.011673152
2010,027_PS,PS,0.024122807
2010,028_PS,PS,0.006756757
2010,029_PS,PS,0.006944444
2010,030_PS,PS,0.014519056
2010,031_PS,PS,0.002155172
2010,032_PS,PS,0.005263158
2011,001_PS,PS,0.03030303
2011,002_PS,PS,0.00446761
2011,003_PS,PS,0.003072197
2011,004_PS,PS,0.005016722
2011,005_PS,PS,0.071654373
2011,006_PS,PS,0.029900332
2011,007_PS,PS,0.008695652
2011,008_PS,PS,0.003225806
2011,009_PS,PS,0.015214385
2011,010_PS,PS,0.020134228
2011,011_PS,PS,0.00462963
2011,012_PS,PS,0.00764526
2011,013_PS,PS,0.032679739
2011,014_PS,PS,0.031884058
2011,015_PS,PS,0.04029304
2011,016_PS,PS,0.012295082
2011,017_PS,PS,0
2011,018_PS,PS,0.028248588
2011,019_PS,PS,0.038834951
2011,020_PS,PS,0.039130435
2011,021_PS,PS,0.009191176
2011,022_PS,PS,0
2011,023_PS,PS,0.001253133
2011,024_PS,PS,0.003021148
2011,025_PS,PS,0.015280136
2011,026_PS,PS,0
2011,027_PS,PS,0.030664395
2011,028_PS,PS,0.004398827
2011,029_PS,PS,0.00487013
2011,030_PS,PS,0.003773585
2011,031_PS,PS,0.004676539
2011,032_PS,PS,0.01875
2012,001_PS,PS,0.026099535
2012,002_PS,PS,0.034078506
2012,003_PS,PS,0.023960866
2012,004_PS,PS,0.052962716
2012,005_PS,PS,0.115197664
2012,006_PS,PS,0.028450242
2012,007_PS,PS,0.016184217
2012,008_PS,PS,0.016690486
2012,009_PS,PS,0.037505114
2012,010_PS,PS,0.050148742
2012,011_PS,PS,0.038452257
2012,012_PS,PS,0.055814892
2012,013_PS,PS,0.055010312
2012,014_PS,PS,0.066111829
2012,015_PS,PS,0.061688312
2012,016_PS,PS,0.03030303
2012,017_PS,PS,0.004597701
2012,018_PS,PS,0.080305927
2012,019_PS,PS,0.082317073
2012,020_PS,PS,0.070075758
2012,021_PS,PS,0.079696395
2012,022_PS,PS,0.026481715
2012,023_PS,PS,0.033160622
2012,024_PS,PS,0.045454545
2012,025_PS,PS,0.089260809
2012,026_PS,PS,0.042042042
2012,027_PS,PS,0.108333333
2012,028_PS,PS,0.014285714
2012,029_PS,PS,0.007532957
2012,030_PS,PS,0.017167382
2012,031_PS,PS,0.006827731
2012,032_PS,PS,0.082872928
2013,001_PS,PS,0.023569024
2013,002_PS,PS,0.023083265
2013,003_PS,PS,0.015673981
2013,004_PS,PS,0.025899281
2013,005_PS,PS,0.244268775
2013,006_PS,PS,0.047473201
2013,007_PS,PS,0.017142857
2013,008_PS,PS,0.020895522
2013,009_PS,PS,0.030955585
2013,010_PS,PS,0.129757785
2013,011_PS,PS,0.042158516
2013,012_PS,PS,0.030701754
2013,013_PS,PS,0.082788671
2013,014_PS,PS,0.111531191
2013,015_PS,PS,0.092643052
2013,016_PS,PS,0.028571429
2013,017_PS,PS,0.018126888
2013,018_PS,PS,0.072649573
2013,019_PS,PS,0.07486631
2013,020_PS,PS,0.080373832
2013,021_PS,PS,0.084586466
2013,022_PS,PS,0.010028653
2013,023_PS,PS,0.021
2013,024_PS,PS,0.03649635
2013,025_PS,PS,0.055727554
2013,026_PS,PS,0.037313433
2013,027_PS,PS,0.091370558
2013,028_PS,PS,0.055096419
2013,029_PS,PS,0.007263923
2013,030_PS,PS,0.093846154
2013,031_PS,PS,0.018549747
2013,032_PS,PS,0.038338658
2014,001_PS,PS,0.007575758
2014,002_PS,PS,0.005519779
2014,003_PS,PS,0.008130081
2014,004_PS,PS,0.009936766
2014,005_PS,PS,0.064837905
2014,006_PS,PS,0.03626943
2014,007_PS,PS,0.007462687
2014,008_PS,PS,0.00877193
2014,009_PS,PS,0.029646522
2014,010_PS,PS,0.088646967
2014,011_PS,PS,0.039112051
2014,012_PS,PS,0.054054054
2014,013_PS,PS,0.112526539
2014,014_PS,PS,0.087149188
2014,015_PS,PS,0.057793345
2014,016_PS,PS,0.046594982
2014,017_PS,PS,0.01039501
2014,018_PS,PS,0.07860262
2014,019_PS,PS,0.090361446
2014,020_PS,PS,0.075286416
2014,021_PS,PS,0.025316456
2014,022_PS,PS,0.037837838
2014,023_PS,PS,0.001207729
2014,024_PS,PS,0.01038961
2014,025_PS,PS,0.017204301
2014,026_PS,PS,0.0576
2014,027_PS,PS,0.023746702
2014,028_PS,PS,0.06981982
2014,029_PS,PS,0.026785714
2014,030_PS,PS,0.011235955
2014,031_PS,PS,0.014354067
2014,032_PS,PS,0.009156311
2015,001_PS,PS,0.008849558
2015,002_PS,PS,0.003305785
2015,003_PS,PS,0.00269179
2015,004_PS,PS,0.019169329
2015,005_PS,PS,0.097955707
2015,006_PS,PS,0.012931034
2015,007_PS,PS,0.010084034
2015,008_PS,PS,0.003891051
2015,009_PS,PS,0.018137848
2015,010_PS,PS,0.038002172
2015,011_PS,PS,0.019543974
2015,012_PS,PS,0.031088083
2015,013_PS,PS,0.02771855
2015,014_PS,PS,0.015169195
2015,015_PS,PS,0.055408971
2015,016_PS,PS,0.007246377
2015,017_PS,PS,0.004573171
2015,018_PS,PS,0.061420345
2015,019_PS,PS,0.081218274
2015,020_PS,PS,0.046623794
2015,021_PS,PS,0.008333333
2015,022_PS,PS,0.00248139
2015,023_PS,PS,0.003318584
2015,024_PS,PS,0.013774105
2015,025_PS,PS,0.023988006
2015,026_PS,PS,0.052795031
2015,027_PS,PS,0.063348416
2015,028_PS,PS,0.027131783
2015,029_PS,PS,0.024390244
2015,030_PS,PS,0.047919294
2015,031_PS,PS,0.002186589
2015,032_PS,PS,0.014150943
2016,001_PS,PS,0.049382716
2016,002_PS,PS,0.013468013
2016,003_PS,PS,0
2016,004_PS,PS,0.006259781
2016,005_PS,PS,0.081293706
2016,006_PS,PS,0.020667727
2016,007_PS,PS,0.001972387
2016,008_PS,PS,0
2016,009_PS,PS,0.010261194
2016,010_PS,PS,0.033738192
2016,011_PS,PS,0.022113022
2016,012_PS,PS,0.015222482
2016,013_PS,PS,0.04
2016,014_PS,PS,0.0234375
2016,015_PS,PS,0.048565121
2016,016_PS,PS,0.023972603
2016,017_PS,PS,0.007528231
2016,018_PS,PS,0.039506173
2016,019_PS,PS,0.059340659
2016,020_PS,PS,0.041910331
2016,021_PS,PS,0.01934236
2016,022_PS,PS,0
2016,023_PS,PS,0.008595989
2016,024_PS,PS,0.014577259
2016,025_PS,PS,0.013755158
2016,026_PS,PS,0.016786571
2016,027_PS,PS,0.022580645
2016,028_PS,PS,0.012150668
2016,029_PS,PS,0
2016,030_PS,PS,0.008169935
2016,031_PS,PS,0.014064698
2016,032_PS,PS,0.009584665
2017,001_PS,PS,0.094224924
2017,002_PS,PS,0.011658031
2017,003_PS,PS,0.00232288
2017,004_PS,PS,0.004118051
2017,005_PS,PS,0.142716535
2017,006_PS,PS,0.039092055
2017,007_PS,PS,0.011142061
2017,008_PS,PS,0.010309278
2017,009_PS,PS,0.037962038
2017,010_PS,PS,0.055067837
2017,011_PS,PS,0.040960452
2017,012_PS,PS,0
2017,013_PS,PS,0.028169014
2017,014_PS,PS,0.055363322
2017,015_PS,PS,0.057575758
2017,016_PS,PS,0.021367521
2017,017_PS,PS,0.014224751
2017,018_PS,PS,0.063888889
2017,019_PS,PS,0.045454545
2017,020_PS,PS,0.078947368
2017,021_PS,PS,0.071782178
2017,022_PS,PS,0.002538071
2017,023_PS,PS,0.026232949
2017,024_PS,PS,0.025229358
2017,025_PS,PS,0.059701493
2017,026_PS,PS,0.031509121
2017,027_PS,PS,0.077092511
2017,028_PS,PS,0.041420118
2017,029_PS,PS,0.009852217
2017,030_PS,PS,0.016967126
2017,031_PS,PS,0.015368309
2017,032_PS,PS,0.038216561
2018,001_PS,PS,0.086538462
2018,002_PS,PS,0.001432665
2018,003_PS,PS,0.001459854
2018,004_PS,PS,0.002407705
2018,005_PS,PS,0.055732484
2018,006_PS,PS,0.055944056
2018,007_PS,PS,0.010752688
2018,008_PS,PS,0.006825939
2018,009_PS,PS,0.032570423
2018,010_PS,PS,0.053753475
2018,011_PS,PS,0.028911565
2018,012_PS,PS,0
2018,013_PS,PS,0.028169014
2018,014_PS,PS,0.077333333
2018,015_PS,PS,0.058718861
2018,016_PS,PS,0.023809524
2018,017_PS,PS,0.008215962
2018,018_PS,PS,0.037135279
2018,019_PS,PS,0.019354839
2018,020_PS,PS,0.023752969
2018,021_PS,PS,0.004115226
2018,022_PS,PS,0
2018,023_PS,PS,0.002367798
2018,024_PS,PS,0.023923445
2018,025_PS,PS,0.020989505
2018,026_PS,PS,0.017301038
2018,027_PS,PS,0.004132231
2018,028_PS,PS,0.005333333
2018,029_PS,PS,0
2018,030_PS,PS,0.014395393
2018,031_PS,PS,0.001096491
2018,032_PS,PS,0
2019,001_PS,PS,0.03374778
2019,002_PS,PS,0.003640777
2019,003_PS,PS,0.000693481
2019,004_PS,PS,0.002946955
2019,005_PS,PS,0.065848214
2019,006_PS,PS,0.01734104
2019,007_PS,PS,0.001362398
2019,008_PS,PS,0.004310345
2019,009_PS,PS,0.001526718
2019,010_PS,PS,0.019762846
2019,011_PS,PS,0.022132797
2019,012_PS,PS,0
2019,013_PS,PS,0.018181818
2019,014_PS,PS,0.027633851
2019,015_PS,PS,0.022058824
2019,016_PS,PS,0.011952191
2019,017_PS,PS,0.002212389
2019,018_PS,PS,0
2019,019_PS,PS,0.054862843
2019,020_PS,PS,0.02367688
2019,021_PS,PS,0.004464286
2019,022_PS,PS,0.002724796
2019,023_PS,PS,0.004930156
2019,024_PS,PS,0.015570934
2019,025_PS,PS,0.03583815
2019,026_PS,PS,0.008784773
2019,027_PS,PS,0.045380875
2019,028_PS,PS,0.012658228
2019,029_PS,PS,0
2019,030_PS,PS,0.009975062
2019,031_PS,PS,0
2019,032_PS,PS,0
